縣市名稱,鄉鎮市區名稱,村里代碼,村里名稱,人口密度
宜蘭縣,三星鄉,10002100005,人和村,92.8
宜蘭縣,三星鄉,10002100017,大洲村,491.25
宜蘭縣,三星鄉,10002100015,大義村,360.72
宜蘭縣,三星鄉,10002100010,大隱村,456.36
宜蘭縣,三星鄉,10002100002,天山村,89.1
宜蘭縣,三星鄉,10002100003,天福村,171.88
宜蘭縣,三星鄉,10002100008,月眉村,1063.48
宜蘭縣,三星鄉,10002100011,行健村,316.18
宜蘭縣,三星鄉,10002100018,尾塹村,438.76
宜蘭縣,三星鄉,10002100016,尚武村,197.16
宜蘭縣,三星鄉,10002100009,拱照村,148
宜蘭縣,三星鄉,10002100001,員山村,21.09
宜蘭縣,三星鄉,10002100013,貴林村,79.44
宜蘭縣,三星鄉,10002100007,集慶村,269.55
宜蘭縣,三星鄉,10002100014,萬富村,256.03
宜蘭縣,三星鄉,10002100012,萬德村,299.12
宜蘭縣,三星鄉,10002100006,義德村,590.32
宜蘭縣,三星鄉,10002100004,雙賢村,281.28
宜蘭縣,大同鄉,10002110007,太平村,0.32
宜蘭縣,大同鄉,10002110008,四季村,11.15
宜蘭縣,大同鄉,10002110003,松羅村,21.97
宜蘭縣,大同鄉,10002110009,南山村,9.04
宜蘭縣,大同鄉,10002110010,茂安村,4.41
宜蘭縣,大同鄉,10002110005,英士村,5.04
宜蘭縣,大同鄉,10002110002,崙埤村,28.52
宜蘭縣,大同鄉,10002110001,寒溪村,9.57
宜蘭縣,大同鄉,10002110004,復興村,8.94
宜蘭縣,大同鄉,10002110006,樂水村,12.07
宜蘭縣,五結鄉,10002090002,二結村,3735.45
宜蘭縣,五結鄉,10002090001,三興村,865.53
宜蘭縣,五結鄉,10002090004,上四村,2539.63
宜蘭縣,五結鄉,10002090009,大吉村,1040.11
宜蘭縣,五結鄉,10002090005,中興村,1043.02
宜蘭縣,五結鄉,10002090008,五結村,2617.75
宜蘭縣,五結鄉,10002090006,四結村,4348.52
宜蘭縣,五結鄉,10002090014,成興村,855.98
宜蘭縣,五結鄉,10002090013,利澤村,979.55
宜蘭縣,五結鄉,10002090011,孝威村,659.36
宜蘭縣,五結鄉,10002090010,協和村,992.77
宜蘭縣,五結鄉,10002090015,季新村,775.96
宜蘭縣,五結鄉,10002090007,福興村,1075.05
宜蘭縣,五結鄉,10002090012,錦眾村,245.63
宜蘭縣,五結鄉,10002090003,鎮安村,1041.4
宜蘭縣,冬山鄉,10002080012,八寶村,450.94
宜蘭縣,冬山鄉,10002080004,三奇村,397.23
宜蘭縣,冬山鄉,10002080013,丸山村,883.17
宜蘭縣,冬山鄉,10002080024,大進村,70.73
宜蘭縣,冬山鄉,10002080005,大興村,505.42
宜蘭縣,冬山鄉,10002080014,中山村,85.84
宜蘭縣,冬山鄉,10002080011,太和村,320.58
宜蘭縣,冬山鄉,10002080009,冬山村,5218.56
宜蘭縣,冬山鄉,10002080016,永美村,1496.56
宜蘭縣,冬山鄉,10002080010,安平村,121.75
宜蘭縣,冬山鄉,10002080006,東城村,648.91
宜蘭縣,冬山鄉,10002080001,武淵村,382.79
宜蘭縣,冬山鄉,10002080008,南興村,4529.33
宜蘭縣,冬山鄉,10002080023,柯林村,414.51
宜蘭縣,冬山鄉,10002080002,珍珠村,811.35
宜蘭縣,冬山鄉,10002080007,香和村,3692.95
宜蘭縣,冬山鄉,10002080020,得安村,291.92
宜蘭縣,冬山鄉,10002080018,清溝村,4880.96
宜蘭縣,冬山鄉,10002080019,鹿埔村,1047.15
宜蘭縣,冬山鄉,10002080015,順安村,2740.38
宜蘭縣,冬山鄉,10002080017,群英村,2778.23
宜蘭縣,冬山鄉,10002080003,補城村,623.49
宜蘭縣,冬山鄉,10002080022,廣安村,1409.93
宜蘭縣,冬山鄉,10002080021,廣興村,1185.63
宜蘭縣,壯圍鄉,10002060013,大福村,1007.12
宜蘭縣,壯圍鄉,10002060010,功勞村,634.13
宜蘭縣,壯圍鄉,10002060009,古亭村,559.9
宜蘭縣,壯圍鄉,10002060014,古結村,550.45
宜蘭縣,壯圍鄉,10002060007,永鎮村,1040.39
宜蘭縣,壯圍鄉,10002060001,吉祥村,2180.54
宜蘭縣,壯圍鄉,10002060008,忠孝村,546.57
宜蘭縣,壯圍鄉,10002060004,東港村,522.17
宜蘭縣,壯圍鄉,10002060011,美城村,692.84
宜蘭縣,壯圍鄉,10002060002,美福村,460.02
宜蘭縣,壯圍鄉,10002060005,復興村,508.22
宜蘭縣,壯圍鄉,10002060012,新社村,441.45
宜蘭縣,壯圍鄉,10002060003,新南村,201.93
宜蘭縣,壯圍鄉,10002060006,過嶺村,1215.6
宜蘭縣,宜蘭市,10002010016,七張里,1250.3
宜蘭縣,宜蘭市,10002010043,七結里,14873.71
宜蘭縣,宜蘭市,10002010045,大新里,5235.21
宜蘭縣,宜蘭市,10002010021,小東里,12623.71
宜蘭縣,宜蘭市,10002010031,中山里,12526.23
宜蘭縣,宜蘭市,10002010046,中興里,19437.1
宜蘭縣,宜蘭市,10002010039,文化里,13619.84
宜蘭縣,宜蘭市,10002010028,北門里,6517.93
宜蘭縣,宜蘭市,10002010026,北津里,3916.23
宜蘭縣,宜蘭市,10002010036,民族里,17051.72
宜蘭縣,宜蘭市,10002010002,民權里,10815.54
宜蘭縣,宜蘭市,10002010041,成功里,5309.08
宜蘭縣,宜蘭市,10002010032,西門里,9114.86
宜蘭縣,宜蘭市,10002010023,孝廉里,8018.25
宜蘭縣,宜蘭市,10002010015,延平里,2929.27
宜蘭縣,宜蘭市,10002010014,東村里,3157.29
宜蘭縣,宜蘭市,10002010019,東門里,11599.71
宜蘭縣,宜蘭市,10002010034,南門里,6268.05
宜蘭縣,宜蘭市,10002010011,南津里,1383.89
宜蘭縣,宜蘭市,10002010009,南橋里,794.71
宜蘭縣,宜蘭市,10002010037,建軍里,9679.77
宜蘭縣,宜蘭市,10002010010,建業里,1037.03
宜蘭縣,宜蘭市,10002010038,思源里,11624.17
宜蘭縣,宜蘭市,10002010035,負郭里,13782.31
宜蘭縣,宜蘭市,10002010044,泰山里,1772.05
宜蘭縣,宜蘭市,10002010001,神農里,8525.84
宜蘭縣,宜蘭市,10002010025,茭白里,1868.01
宜蘭縣,宜蘭市,10002010027,梅洲里,1034.38
宜蘭縣,宜蘭市,10002010012,凱旋里,762.29
宜蘭縣,宜蘭市,10002010040,復興里,15596.66
宜蘭縣,宜蘭市,10002010022,菜園里,11247.25
宜蘭縣,宜蘭市,10002010008,進士里,1825.65
宜蘭縣,宜蘭市,10002010017,慈安里,10048.71
宜蘭縣,宜蘭市,10002010018,新民里,15420.04
宜蘭縣,宜蘭市,10002010024,新生里,1582.81
宜蘭縣,宜蘭市,10002010042,新東里,7670.69
宜蘭縣,宜蘭市,10002010013,黎明里,922.81
宜蘭縣,宜蘭市,10002010047,擺厘里,14906.68
宜蘭縣,南澳鄉,10002120003,東岳村,9.14
宜蘭縣,南澳鄉,10002120005,武塔村,6.25
宜蘭縣,南澳鄉,10002120004,金岳村,5.43
宜蘭縣,南澳鄉,10002120006,金洋村,1.87
宜蘭縣,南澳鄉,10002120001,南澳村,38.07
宜蘭縣,南澳鄉,10002120002,碧候村,54.92
宜蘭縣,南澳鄉,10002120007,澳花村,12.63
宜蘭縣,員山鄉,10002070004,七賢村,548.91
宜蘭縣,員山鄉,10002070008,中華村,24.62
宜蘭縣,員山鄉,10002070007,內城村,401.01
宜蘭縣,員山鄉,10002070009,永和村,671.63
宜蘭縣,員山鄉,10002070012,同樂村,2028.97
宜蘭縣,員山鄉,10002070002,尚德村,623.33
宜蘭縣,員山鄉,10002070011,枕山村,128.81
宜蘭縣,員山鄉,10002070001,員山村,2576.63
宜蘭縣,員山鄉,10002070005,深溝村,405.14
宜蘭縣,員山鄉,10002070003,惠好村,751.39
宜蘭縣,員山鄉,10002070015,湖北村,933.27
宜蘭縣,員山鄉,10002070016,湖西村,30.15
宜蘭縣,員山鄉,10002070013,湖東村,237.71
宜蘭縣,員山鄉,10002070014,逸仙村,242.98
宜蘭縣,員山鄉,10002070006,蓁巷村,271.18
宜蘭縣,員山鄉,10002070010,頭分村,1323.09
宜蘭縣,頭城鎮,10002040023,二城里,136.03
宜蘭縣,頭城鎮,10002040021,下埔里,1153.31
宜蘭縣,頭城鎮,10002040009,大坑里,1295.49
宜蘭縣,頭城鎮,10002040002,大里里,95.91
宜蘭縣,頭城鎮,10002040003,大溪里,96.2
宜蘭縣,頭城鎮,10002040022,中崙里,616.14
宜蘭縣,頭城鎮,10002040006,外澳里,144.43
宜蘭縣,頭城鎮,10002040001,石城里,74.17
宜蘭縣,頭城鎮,10002040004,合興里,47.33
宜蘭縣,頭城鎮,10002040014,竹安里,1070.24
宜蘭縣,頭城鎮,10002040005,更新里,198.01
宜蘭縣,頭城鎮,10002040016,拔雅里,242.15
宜蘭縣,頭城鎮,10002040008,武營里,847.52
宜蘭縣,頭城鎮,10002040019,金盈里,1039.01
宜蘭縣,頭城鎮,10002040018,金面里,912.23
宜蘭縣,頭城鎮,10002040011,城北里,5559.56
宜蘭縣,頭城鎮,10002040012,城西里,8011.84
宜蘭縣,頭城鎮,10002040010,城東里,11007.86
宜蘭縣,頭城鎮,10002040013,城南里,16753.88
宜蘭縣,頭城鎮,10002040020,頂埔里,885.73
宜蘭縣,頭城鎮,10002040007,港口里,404.67
宜蘭縣,頭城鎮,10002040015,新建里,1815.65
宜蘭縣,頭城鎮,10002040017,福成里,134.36
宜蘭縣,頭城鎮,10002040024,龜山里,131.71
宜蘭縣,礁溪鄉,10002050018,二結村,18.92
宜蘭縣,礁溪鄉,10002050007,二龍村,720.94
宜蘭縣,礁溪鄉,10002050010,三民村,1034.64
宜蘭縣,礁溪鄉,10002050004,大忠村,194.01
宜蘭縣,礁溪鄉,10002050005,大義村,6525.29
宜蘭縣,礁溪鄉,10002050006,六結村,1697.55
宜蘭縣,礁溪鄉,10002050009,玉田村,544.35
宜蘭縣,礁溪鄉,10002050002,玉石村,571.02
宜蘭縣,礁溪鄉,10002050013,玉光村,465.95
宜蘭縣,礁溪鄉,10002050001,白雲村,755.28
宜蘭縣,礁溪鄉,10002050012,白鵝村,425.07
宜蘭縣,礁溪鄉,10002050014,光武村,596.36
宜蘭縣,礁溪鄉,10002050015,吳沙村,1416.26
宜蘭縣,礁溪鄉,10002050011,林美村,149.83
宜蘭縣,礁溪鄉,10002050008,時潮村,279.32
宜蘭縣,礁溪鄉,10002050017,匏崙村,84.11
宜蘭縣,礁溪鄉,10002050003,德陽村,1590.29
宜蘭縣,礁溪鄉,10002050016,龍潭村,840.56
宜蘭縣,羅東鎮,10002020004,大新里,13505.13
宜蘭縣,羅東鎮,10002020029,中山里,25500.54
宜蘭縣,羅東鎮,10002020030,仁和里,17698.04
宜蘭縣,羅東鎮,10002020024,仁愛里,2901.09
宜蘭縣,羅東鎮,10002020011,仁德里,27724.84
宜蘭縣,羅東鎮,10002020020,公正里,30344.99
宜蘭縣,羅東鎮,10002020018,北成里,2755.33
宜蘭縣,羅東鎮,10002020010,成功里,9189.68
宜蘭縣,羅東鎮,10002020023,竹林里,3983.15
宜蘭縣,羅東鎮,10002020017,西安里,6545.86
宜蘭縣,羅東鎮,10002020005,東安里,4872.3
宜蘭縣,羅東鎮,10002020022,信義里,6095.31
宜蘭縣,羅東鎮,10002020008,南昌里,12553.13
宜蘭縣,羅東鎮,10002020009,南豪里,16530.15
宜蘭縣,羅東鎮,10002020026,國華里,28596.56
宜蘭縣,羅東鎮,10002020028,開明里,17316.21
宜蘭縣,羅東鎮,10002020021,集祥里,13128.7
宜蘭縣,羅東鎮,10002020006,新群里,1456.29
宜蘭縣,羅東鎮,10002020016,漢民里,18457.55
宜蘭縣,羅東鎮,10002020027,維揚里,15518.64
宜蘭縣,羅東鎮,10002020019,賢文里,16407.92
宜蘭縣,羅東鎮,10002020025,樹林里,9147.97
宜蘭縣,羅東鎮,10002020007,羅莊里,5543.39
宜蘭縣,蘇澳鎮,10002030015,永光里,4176.62
宜蘭縣,蘇澳鎮,10002030016,永春里,66.63
宜蘭縣,蘇澳鎮,10002030003,永榮里,4203.24
宜蘭縣,蘇澳鎮,10002030017,永樂里,37
宜蘭縣,蘇澳鎮,10002030004,存仁里,419.66
宜蘭縣,蘇澳鎮,10002030024,東澳里,29.9
宜蘭縣,蘇澳鎮,10002030014,長安里,444.22
宜蘭縣,蘇澳鎮,10002030019,南正里,2830.04
宜蘭縣,蘇澳鎮,10002030018,南安里,3544.13
宜蘭縣,蘇澳鎮,10002030020,南成里,5646.13
宜蘭縣,蘇澳鎮,10002030023,南建里,1634.77
宜蘭縣,蘇澳鎮,10002030025,南強里,320.36
宜蘭縣,蘇澳鎮,10002030022,南寧里,18796.74
宜蘭縣,蘇澳鎮,10002030021,南興里,15476.79
宜蘭縣,蘇澳鎮,10002030002,頂寮里,657.85
宜蘭縣,蘇澳鎮,10002030026,朝陽里,47.49
宜蘭縣,蘇澳鎮,10002030005,港邊里,498.55
宜蘭縣,蘇澳鎮,10002030008,新城里,198.54
宜蘭縣,蘇澳鎮,10002030009,聖湖里,8158.89
宜蘭縣,蘇澳鎮,10002030027,聖愛里,454.09
宜蘭縣,蘇澳鎮,10002030007,隘丁里,1866.48
宜蘭縣,蘇澳鎮,10002030001,龍德里,1272.25
宜蘭縣,蘇澳鎮,10002030011,蘇北里,1205.33
宜蘭縣,蘇澳鎮,10002030010,蘇西里,3080.68
宜蘭縣,蘇澳鎮,10002030013,蘇東里,268.23
宜蘭縣,蘇澳鎮,10002030012,蘇南里,7522.62
花蓮縣,玉里鎮,10015030014,三民里,70.38
花蓮縣,玉里鎮,10015030015,大禹里,65.5
花蓮縣,玉里鎮,10015030001,中城里,3204.72
花蓮縣,玉里鎮,10015030003,永昌里,1488.87
花蓮縣,玉里鎮,10015030009,東豐里,16.06
花蓮縣,玉里鎮,10015030011,松浦里,73.5
花蓮縣,玉里鎮,10015030007,長良里,50.65
花蓮縣,玉里鎮,10015030012,春日里,43.08
花蓮縣,玉里鎮,10015030004,泰昌里,1214.91
花蓮縣,玉里鎮,10015030005,國武里,2532.46
花蓮縣,玉里鎮,10015030002,啟模里,1058.89
花蓮縣,玉里鎮,10015030006,源城里,74.7
花蓮縣,玉里鎮,10015030013,德武里,68.3
花蓮縣,玉里鎮,10015030008,樂合里,43.34
花蓮縣,玉里鎮,10015030010,觀音里,93.2
花蓮縣,光復鄉,10015070003,大平村,437.49
花蓮縣,光復鄉,10015070007,大全村,45.81
花蓮縣,光復鄉,10015070005,大同村,1303.63
花蓮縣,光復鄉,10015070001,大安村,2975.91
花蓮縣,光復鄉,10015070004,大馬村,82.61
花蓮縣,光復鄉,10015070009,大富村,31.64
花蓮縣,光復鄉,10015070002,大華村,1182.82
花蓮縣,光復鄉,10015070006,大進村,329.78
花蓮縣,光復鄉,10015070008,大興村,44.17
花蓮縣,光復鄉,10015070010,大豐村,56.94
花蓮縣,光復鄉,10015070014,北富村,314.7
花蓮縣,光復鄉,10015070012,西富村,74.42
花蓮縣,光復鄉,10015070011,東富村,30.53
花蓮縣,光復鄉,10015070013,南富村,119.74
花蓮縣,吉安鄉,10015050009,干城村,185.3
花蓮縣,吉安鄉,10015050016,仁安村,843.65
花蓮縣,吉安鄉,10015050014,仁里村,7684.83
花蓮縣,吉安鄉,10015050017,仁和村,1583.11
花蓮縣,吉安鄉,10015050003,太昌村,1326.56
花蓮縣,吉安鄉,10015050001,北昌村,8217.7
花蓮縣,吉安鄉,10015050004,永安村,2869.97
花蓮縣,吉安鄉,10015050010,永興村,736.3
花蓮縣,吉安鄉,10015050018,光華村,174.13
花蓮縣,吉安鄉,10015050006,吉安村,834.22
花蓮縣,吉安鄉,10015050013,宜昌村,9756.95
花蓮縣,吉安鄉,10015050015,東昌村,3880.2
花蓮縣,吉安鄉,10015050012,南昌村,9221.9
花蓮縣,吉安鄉,10015050008,南華村,324.3
花蓮縣,吉安鄉,10015050002,勝安村,4496.23
花蓮縣,吉安鄉,10015050007,福興村,821.62
花蓮縣,吉安鄉,10015050005,慶豐村,3770.67
花蓮縣,吉安鄉,10015050011,稻香村,1780.03
花蓮縣,秀林鄉,10015110006,文蘭村,6.2
花蓮縣,秀林鄉,10015110004,水源村,28.6
花蓮縣,秀林鄉,10015110003,秀林村,101.54
花蓮縣,秀林鄉,10015110008,佳民村,25.62
花蓮縣,秀林鄉,10015110009,和平村,6.01
花蓮縣,秀林鄉,10015110001,崇德村,20.6
花蓮縣,秀林鄉,10015110002,富世村,4.26
花蓮縣,秀林鄉,10015110007,景美村,31.23
花蓮縣,秀林鄉,10015110005,銅門村,5.35
花蓮縣,卓溪鄉,10015130003,太平村,4.77
花蓮縣,卓溪鄉,10015130006,古風村,4.68
花蓮縣,卓溪鄉,10015130002,立山村,8.01
花蓮縣,卓溪鄉,10015130005,卓清村,5.04
花蓮縣,卓溪鄉,10015130004,卓溪村,7.13
花蓮縣,卓溪鄉,10015130001,崙山村,11.27
花蓮縣,花蓮市,10015010029,主力里,17362.74
花蓮縣,花蓮市,10015010013,主工里,6233.83
花蓮縣,花蓮市,10015010042,主安里,12021.96
花蓮縣,花蓮市,10015010006,主和里,7387.33
花蓮縣,花蓮市,10015010004,主信里,16013.72
花蓮縣,花蓮市,10015010036,主計里,2809.81
花蓮縣,花蓮市,10015010020,主商里,12870.47
花蓮縣,花蓮市,10015010028,主勤里,13700.63
花蓮縣,花蓮市,10015010005,主睦里,14524.96
花蓮縣,花蓮市,10015010012,主義里,15833.36
花蓮縣,花蓮市,10015010014,主農里,14274.15
花蓮縣,花蓮市,10015010021,主學里,15398.79
花蓮縣,花蓮市,10015010037,主權里,15275.16
花蓮縣,花蓮市,10015010025,民心里,375.6
花蓮縣,花蓮市,10015010027,民主里,2691.63
花蓮縣,花蓮市,10015010019,民生里,11187.56
花蓮縣,花蓮市,10015010001,民立里,2438.01
花蓮縣,花蓮市,10015010034,民有里,16084.29
花蓮縣,花蓮市,10015010045,民孝里,1383.98
花蓮縣,花蓮市,10015010033,民享里,3476.25
花蓮縣,花蓮市,10015010017,民政里,11453.55
花蓮縣,花蓮市,10015010003,民族里,4739.03
花蓮縣,花蓮市,10015010018,民勤里,3907.66
花蓮縣,花蓮市,10015010010,民意里,1561.66
花蓮縣,花蓮市,10015010002,民運里,6038.53
花蓮縣,花蓮市,10015010009,民德里,2566.39
花蓮縣,花蓮市,10015010026,民樂里,3722.59
花蓮縣,花蓮市,10015010035,民權里,1612.12
花蓮縣,花蓮市,10015010022,國光里,2800.78
花蓮縣,花蓮市,10015010030,國安里,3647.42
花蓮縣,花蓮市,10015010039,國防里,9582.62
花蓮縣,花蓮市,10015010015,國治里,10221.7
花蓮縣,花蓮市,10015010007,國威里,16964.43
花蓮縣,花蓮市,10015010008,國風里,7331.23
花蓮縣,花蓮市,10015010024,國強里,711
花蓮縣,花蓮市,10015010043,國盛里,12263.14
花蓮縣,花蓮市,10015010016,國富里,13472.43
花蓮縣,花蓮市,10015010038,國華里,18902.09
花蓮縣,花蓮市,10015010041,國裕里,8926.59
花蓮縣,花蓮市,10015010040,國福里,623.1
花蓮縣,花蓮市,10015010031,國魂里,15627.4
花蓮縣,花蓮市,10015010032,國慶里,409.74
花蓮縣,花蓮市,10015010044,國興里,3101.91
花蓮縣,花蓮市,10015010023,國聯里,6020.01
花蓮縣,富里鄉,10015100010,永豐村,34.58
花蓮縣,富里鄉,10015100007,石牌村,183.78
花蓮縣,富里鄉,10015100005,竹田村,67.14
花蓮縣,富里鄉,10015100001,吳江村,27.46
花蓮縣,富里鄉,10015100008,明里村,140.68
花蓮縣,富里鄉,10015100002,東里村,80.85
花蓮縣,富里鄉,10015100009,富里村,807.15
花蓮縣,富里鄉,10015100012,富南村,55.48
花蓮縣,富里鄉,10015100004,新興村,48.57
花蓮縣,富里鄉,10015100003,萬寧村,45.96
花蓮縣,富里鄉,10015100013,學田村,173.05
花蓮縣,富里鄉,10015100011,豐南村,21.19
花蓮縣,富里鄉,10015100006,羅山村,24.46
花蓮縣,新城鄉,10015040008,大漢村,679.84
花蓮縣,新城鄉,10015040004,北埔村,3151.58
花蓮縣,新城鄉,10015040005,佳林村,212.15
花蓮縣,新城鄉,10015040003,康樂村,395.9
花蓮縣,新城鄉,10015040002,順安村,283.22
花蓮縣,新城鄉,10015040001,新城村,560.85
花蓮縣,新城鄉,10015040006,嘉里村,1392.76
花蓮縣,新城鄉,10015040007,嘉新村,1420.96
花蓮縣,瑞穗鄉,10015090008,奇美村,7.1
花蓮縣,瑞穗鄉,10015090010,富民村,338.74
花蓮縣,瑞穗鄉,10015090009,富源村,155.58
花蓮縣,瑞穗鄉,10015090011,富興村,42.09
花蓮縣,瑞穗鄉,10015090005,瑞北村,114.7
花蓮縣,瑞穗鄉,10015090003,瑞良村,235.78
花蓮縣,瑞穗鄉,10015090002,瑞美村,726.21
花蓮縣,瑞穗鄉,10015090004,瑞祥村,75.75
花蓮縣,瑞穗鄉,10015090001,瑞穗村,1413.13
花蓮縣,瑞穗鄉,10015090006,舞鶴村,57.49
花蓮縣,瑞穗鄉,10015090007,鶴岡村,34.48
花蓮縣,萬榮鄉,10015120001,西林村,10.08
花蓮縣,萬榮鄉,10015120002,見晴村,24.13
花蓮縣,萬榮鄉,10015120004,明利村,9.82
花蓮縣,萬榮鄉,10015120006,紅葉村,24.58
花蓮縣,萬榮鄉,10015120005,馬遠村,6.64
花蓮縣,萬榮鄉,10015120003,萬榮村,4.85
花蓮縣,壽豐鄉,10015060013,月眉村,35.41
花蓮縣,壽豐鄉,10015060014,水璉村,21.72
花蓮縣,壽豐鄉,10015060010,平和村,111.01
花蓮縣,壽豐鄉,10015060008,光榮村,577.74
花蓮縣,壽豐鄉,10015060006,共和村,84.72
花蓮縣,壽豐鄉,10015060009,池南村,61.34
花蓮縣,壽豐鄉,10015060012,米棧村,16.62
花蓮縣,壽豐鄉,10015060011,志學村,199.45
花蓮縣,壽豐鄉,10015060002,溪口村,104.64
花蓮縣,壽豐鄉,10015060007,壽豐村,430.63
花蓮縣,壽豐鄉,10015060001,樹湖村,44.7
花蓮縣,壽豐鄉,10015060003,豐山村,256.41
花蓮縣,壽豐鄉,10015060005,豐坪村,88.68
花蓮縣,壽豐鄉,10015060004,豐裡村,321.48
花蓮縣,壽豐鄉,10015060015,鹽寮村,23.57
花蓮縣,鳳林鎮,10015020007,大榮里,103.52
花蓮縣,鳳林鎮,10015020006,山興里,28.77
花蓮縣,鳳林鎮,10015020008,北林里,168.25
花蓮縣,鳳林鎮,10015020010,林榮里,36.88
花蓮縣,鳳林鎮,10015020011,長橋里,31.26
花蓮縣,鳳林鎮,10015020009,南平里,140.04
花蓮縣,鳳林鎮,10015020012,森榮里,14.91
花蓮縣,鳳林鎮,10015020001,鳳仁里,1870.98
花蓮縣,鳳林鎮,10015020005,鳳信里,206.76
花蓮縣,鳳林鎮,10015020004,鳳智里,6607.3
花蓮縣,鳳林鎮,10015020002,鳳義里,57.85
花蓮縣,鳳林鎮,10015020003,鳳禮里,2806.64
花蓮縣,豐濱鄉,10015080004,港口村,47.75
花蓮縣,豐濱鄉,10015080002,新社村,45.87
花蓮縣,豐濱鄉,10015080005,靜浦村,47.49
花蓮縣,豐濱鄉,10015080003,磯崎村,20.03
花蓮縣,豐濱鄉,10015080001,豐濱村,20.75
金門縣,金沙鎮,09020020002,三山里,179.34
金門縣,金沙鎮,09020020003,大洋里,162.02
金門縣,金沙鎮,09020020004,光前里,373.57
金門縣,金沙鎮,09020020006,西園里,251.5
金門縣,金沙鎮,09020020005,何斗里,404.63
金門縣,金沙鎮,09020020001,汶沙里,1634.53
金門縣,金沙鎮,09020020007,官嶼里,486.47
金門縣,金沙鎮,09020020008,浦山里,393.42
金門縣,金城鎮,09020010004,北門里,20166.62
金門縣,金城鎮,09020010005,古城里,1069.85
金門縣,金城鎮,09020010002,西門里,11071.1
金門縣,金城鎮,09020010001,東門里,4910.6
金門縣,金城鎮,09020010006,金水里,584.77
金門縣,金城鎮,09020010003,南門里,3634.89
金門縣,金城鎮,09020010007,珠沙里,582.77
金門縣,金城鎮,09020010008,賢庵里,1125.68
金門縣,金湖鎮,09020030002,山外里,420.58
金門縣,金湖鎮,09020030003,正義里,493.58
金門縣,金湖鎮,09020030004,料羅里,626.76
金門縣,金湖鎮,09020030001,新市里,3138.08
金門縣,金湖鎮,09020030006,新湖里,2849.8
金門縣,金湖鎮,09020030007,溪湖里,322.28
金門縣,金湖鎮,09020030008,蓮庵里,305.21
金門縣,金湖鎮,09020030005,瓊林里,488.77
金門縣,金寧鄉,09020040001,古寧村,308.87
金門縣,金寧鄉,09020040003,后盤村,300.19
金門縣,金寧鄉,09020040002,安美村,712.1
金門縣,金寧鄉,09020040004,湖埔村,1590.66
金門縣,金寧鄉,09020040005,榜林村,797.26
金門縣,金寧鄉,09020040006,盤山村,1597.51
金門縣,烈嶼鄉,09020050001,上岐村,489.01
金門縣,烈嶼鄉,09020050002,上林村,606.3
金門縣,烈嶼鄉,09020050003,西口村,739.52
金門縣,烈嶼鄉,09020050004,林湖村,958.02
金門縣,烈嶼鄉,09020050005,黃埔村,360.99
金門縣,烏坵鄉,09020060001,大坵村,220.26
金門縣,烏坵鄉,09020060002,小坵村,375.86
南投縣,中寮鄉,10008080003,八仙村,221.08
南投縣,中寮鄉,10008080008,中寮村,442.37
南投縣,中寮鄉,10008080016,內城村,77.75
南投縣,中寮鄉,10008080006,永平村,487.26
南投縣,中寮鄉,10008080015,永和村,89.76
南投縣,中寮鄉,10008080017,永芳村,70.33
南投縣,中寮鄉,10008080010,永福村,129.8
南投縣,中寮鄉,10008080004,和興村,38.66
南投縣,中寮鄉,10008080002,崁頂村,72.08
南投縣,中寮鄉,10008080012,清水村,64.59
南投縣,中寮鄉,10008080018,爽文村,83.83
南投縣,中寮鄉,10008080007,復興村,42.9
南投縣,中寮鄉,10008080011,義和村,304.87
南投縣,中寮鄉,10008080005,福盛村,37.39
南投縣,中寮鄉,10008080009,廣福村,69.09
南投縣,中寮鄉,10008080001,廣興村,82.26
南投縣,中寮鄉,10008080013,龍安村,212.32
南投縣,中寮鄉,10008080014,龍岩村,224.69
南投縣,仁愛鄉,10008130005,力行村,14.82
南投縣,仁愛鄉,10008130009,大同村,25.59
南投縣,仁愛鄉,10008130002,中正村,23.64
南投縣,仁愛鄉,10008130003,互助村,35.85
南投縣,仁愛鄉,10008130007,合作村,11.95
南投縣,仁愛鄉,10008130001,法治村,11.99
南投縣,仁愛鄉,10008130010,南豐村,35.85
南投縣,仁愛鄉,10008130011,春陽村,58.85
南投縣,仁愛鄉,10008130016,都達村,158.69
南投縣,仁愛鄉,10008130006,發祥村,10.57
南投縣,仁愛鄉,10008130004,新生村,2.23
南投縣,仁愛鄉,10008130013,萬豐村,15.79
南投縣,仁愛鄉,10008130014,榮興村,1.25
南投縣,仁愛鄉,10008130012,精英村,9.2
南投縣,仁愛鄉,10008130015,翠華村,15.53
南投縣,仁愛鄉,10008130008,親愛村,5.63
南投縣,水里鄉,10008110014,上安村,134.52
南投縣,水里鄉,10008110004,中央村,8503.4
南投縣,水里鄉,10008110001,水里村,288.42
南投縣,水里鄉,10008110006,北埔村,1608.17
南投縣,水里鄉,10008110015,民和村,58.29
南投縣,水里鄉,10008110016,永興村,48.31
南投縣,水里鄉,10008110008,永豐村,452.12
南投縣,水里鄉,10008110017,玉峰村,63.23
南投縣,水里鄉,10008110010,車埕村,45.33
南投縣,水里鄉,10008110019,南光村,3354.38
南投縣,水里鄉,10008110005,城中村,741.58
南投縣,水里鄉,10008110013,郡坑村,56.68
南投縣,水里鄉,10008110009,頂崁村,224.46
南投縣,水里鄉,10008110012,新山村,53.22
