OBJECTID,UID,PRO_ID,VILLAGE,TOWN,COUNTY,V_code,town109,nVill103,V_NAME103,T_NAME103,C_NAME103
8573,7064,64,中興里,旗津區,高雄市,6401000-013,64000100,6401000-013,中興里,旗津區,高雄市
8578,3626,10,頂潭里,田中鎮,彰化縣,1000712-006,10007120,1000712-006,頂潭里,田中鎮,彰化縣
8579,3627,10,中潭里,田中鎮,彰化縣,1000712-007,10007120,1000712-007,中潭里,田中鎮,彰化縣
8580,3628,10,龍潭里,田中鎮,彰化縣,1000712-008,10007120,1000712-008,龍潭里,田中鎮,彰化縣
8581,3642,10,大社里,田中鎮,彰化縣,1000712-022,10007120,1000712-022,大社里,田中鎮,彰化縣
8582,3737,10,美雅村,社頭鄉,彰化縣,1000717-013,10007170,1000717-013,美雅村,社頭鄉,彰化縣
8583,3740,10,里仁村,社頭鄉,彰化縣,1000717-016,10007170,1000717-016,里仁村,社頭鄉,彰化縣
8983,5070,10,萬生村,萬丹鄉,屏東縣,1001305-005,10013050,1001305-005,萬生村,萬丹鄉,屏東縣
8984,5226,10,鳳明村,竹田鄉,屏東縣,1001314-015,10013140,1001314-015,鳳明村,竹田鄉,屏東縣
8985,4435,10,瓦瑤村,麥寮鄉,雲林縣,1000913-003,10009130,1000913-003,瓦瑤村,麥寮鄉,雲林縣
495,29,64,海光里,鳳山區,高雄市,6401200-022,64000120,6401200-022,海光里,鳳山區,高雄市
496,31,64,誠智里,鳳山區,高雄市,6401200-062,64000120,6401200-062,誠智里,鳳山區,高雄市
497,30,64,生明里,鳳山區,高雄市,6401200-045,64000120,6401200-045,生明里,鳳山區,高雄市
498,6037,10,關新里,東區,新竹市,1001801-054,10018010,1001801-054,關新里,東區,新竹市
499,4445,10,中興村,麥寮鄉,雲林縣,1000913-013,10009130,1000913-013,中興村,麥寮鄉,雲林縣
500,6082,10,中雅里,北區,新竹市,1001802-045,10018020,1001802-045,中雅里,北區,新竹市
501,25,64,永清里,左營區,高雄市,6400300-013,64000030,6400300-013,永清里,左營區,高雄市
502,26,64,莒光里,左營區,高雄市,6400300-015,64000030,6400300-015,莒光里,左營區,高雄市
503,9959,64,大愛里,杉林區,高雄市,6403400-008,64000340,6403400-008,大愛里,杉林區,高雄市
504,28,64,月眉里,杉林區,高雄市,6403400-006,64000340,6403400-006,月眉里,杉林區,高雄市
505,27,64,上平里,杉林區,高雄市,6403400-005,64000340,6403400-005,上平里,杉林區,高雄市
3059,4399,10,烏麻村,林內鄉,雲林縣,1000910-009,10009100,1000910-009,烏麻村,林內鄉,雲林縣
3060,4400,10,重興村,林內鄉,雲林縣,1000910-010,10009100,1000910-010,重興村,林內鄉,雲林縣
3061,4401,10,崙東村,二崙鄉,雲林縣,1000911-001,10009110,1000911-001,崙東村,二崙鄉,雲林縣
3062,4402,10,崙西村,二崙鄉,雲林縣,1000911-002,10009110,1000911-002,崙西村,二崙鄉,雲林縣
3063,4403,10,來惠村,二崙鄉,雲林縣,1000911-003,10009110,1000911-003,來惠村,二崙鄉,雲林縣
3064,4404,10,三和村,二崙鄉,雲林縣,1000911-004,10009110,1000911-004,三和村,二崙鄉,雲林縣
3065,4405,10,湳仔村,二崙鄉,雲林縣,1000911-005,10009110,1000911-005,湳仔村,二崙鄉,雲林縣
3066,4406,10,田尾村,二崙鄉,雲林縣,1000911-006,10009110,1000911-006,田尾村,二崙鄉,雲林縣
3067,4407,10,定安村,二崙鄉,雲林縣,1000911-007,10009110,1000911-007,定安村,二崙鄉,雲林縣
3068,4408,10,大華村,二崙鄉,雲林縣,1000911-008,10009110,1000911-008,大華村,二崙鄉,雲林縣
3069,4409,10,義庄村,二崙鄉,雲林縣,1000911-009,10009110,1000911-009,義庄村,二崙鄉,雲林縣
3070,4410,10,楊賢村,二崙鄉,雲林縣,1000911-010,10009110,1000911-010,楊賢村,二崙鄉,雲林縣
3071,4411,10,港後村,二崙鄉,雲林縣,1000911-011,10009110,1000911-011,港後村,二崙鄉,雲林縣
3072,4412,10,大義村,二崙鄉,雲林縣,1000911-012,10009110,1000911-012,大義村,二崙鄉,雲林縣
3073,4413,10,油車村,二崙鄉,雲林縣,1000911-013,10009110,1000911-013,油車村,二崙鄉,雲林縣
3074,4414,10,大庄村,二崙鄉,雲林縣,1000911-014,10009110,1000911-014,大庄村,二崙鄉,雲林縣
3075,4415,10,庄西村,二崙鄉,雲林縣,1000911-015,10009110,1000911-015,庄西村,二崙鄉,雲林縣
3076,4416,10,大同村,二崙鄉,雲林縣,1000911-016,10009110,1000911-016,大同村,二崙鄉,雲林縣
3077,4417,10,復興村,二崙鄉,雲林縣,1000911-017,10009110,1000911-017,復興村,二崙鄉,雲林縣
3078,4418,10,永定村,二崙鄉,雲林縣,1000911-018,10009110,1000911-018,永定村,二崙鄉,雲林縣
3079,4419,10,東明村,崙背鄉,雲林縣,1000912-001,10009120,1000912-001,東明村,崙背鄉,雲林縣
3080,4420,10,西榮村,崙背鄉,雲林縣,1000912-002,10009120,1000912-002,西榮村,崙背鄉,雲林縣
5349,6852,64,港東里,三民區,高雄市,6400500-068,64000050,6400500-068,港東里,三民區,高雄市
5350,6853,64,港新里,三民區,高雄市,6400500-069,64000050,6400500-069,港新里,三民區,高雄市
5351,6854,64,港西里,三民區,高雄市,6400500-070,64000050,6400500-070,港西里,三民區,高雄市
5352,6855,64,博愛里,三民區,高雄市,6400500-072,64000050,6400500-072,博愛里,三民區,高雄市
5353,6856,64,博惠里,三民區,高雄市,6400500-073,64000050,6400500-073,博惠里,三民區,高雄市
5354,6857,64,長明里,三民區,高雄市,6400500-074,64000050,6400500-074,長明里,三民區,高雄市
5355,6858,64,建東里,三民區,高雄市,6400500-075,64000050,6400500-075,建東里,三民區,高雄市
5356,6859,64,興德里,三民區,高雄市,6400500-076,64000050,6400500-076,興德里,三民區,高雄市
5357,6860,64,鳳南里,三民區,高雄市,6400500-077,64000050,6400500-077,鳳南里,三民區,高雄市
5358,6861,64,鳳北里,三民區,高雄市,6400500-078,64000050,6400500-078,鳳北里,三民區,高雄市
5359,6862,64,德西里,三民區,高雄市,6400500-079,64000050,6400500-079,德西里,三民區,高雄市
5360,6863,64,豐裕里,三民區,高雄市,6400500-081,64000050,6400500-081,豐裕里,三民區,高雄市
5361,6864,64,川東里,三民區,高雄市,6400500-082,64000050,6400500-082,川東里,三民區,高雄市
5362,6865,64,裕民里,三民區,高雄市,6400500-083,64000050,6400500-083,裕民里,三民區,高雄市
5363,6866,64,力行里,三民區,高雄市,6400500-084,64000050,6400500-084,力行里,三民區,高雄市
5364,6867,64,千歲里,三民區,高雄市,6400500-085,64000050,6400500-085,千歲里,三民區,高雄市
5365,6868,64,立德里,三民區,高雄市,6400500-086,64000050,6400500-086,立德里,三民區,高雄市
5366,6869,64,千北里,三民區,高雄市,6400500-087,64000050,6400500-087,千北里,三民區,高雄市
5367,6870,64,千秋里,三民區,高雄市,6400500-088,64000050,6400500-088,千秋里,三民區,高雄市
5368,6871,64,浩然里,新興區,高雄市,6400600-001,64000060,6400600-001,浩然里,新興區,高雄市
5369,6872,64,振成里,新興區,高雄市,6400600-002,64000060,6400600-002,振成里,新興區,高雄市
5370,6873,64,德生里,新興區,高雄市,6400600-003,64000060,6400600-003,德生里,新興區,高雄市
5371,6874,64,振華里,新興區,高雄市,6400600-004,64000060,6400600-004,振華里,新興區,高雄市
6509,7996,65,中華里,新莊區,新北市,6500500-051,65000050,6500500-051,中華里,新莊區,新北市
6510,7997,65,中隆里,新莊區,新北市,6500500-052,65000050,6500500-052,中隆里,新莊區,新北市
6511,7998,65,中原里,新莊區,新北市,6500500-053,65000050,6500500-053,中原里,新莊區,新北市
6512,7999,65,中信里,新莊區,新北市,6500500-054,65000050,6500500-054,中信里,新莊區,新北市
6513,8000,65,四維里,新莊區,新北市,6500500-055,65000050,6500500-055,四維里,新莊區,新北市
6514,8001,65,建福里,新莊區,新北市,6500500-056,65000050,6500500-056,建福里,新莊區,新北市
6515,8002,65,中宏里,新莊區,新北市,6500500-057,65000050,6500500-057,中宏里,新莊區,新北市
6516,8003,65,中全里,新莊區,新北市,6500500-058,65000050,6500500-058,中全里,新莊區,新北市
6517,8004,65,立泰里,新莊區,新北市,6500500-059,65000050,6500500-059,立泰里,新莊區,新北市
6518,8005,65,全泰里,新莊區,新北市,6500500-060,65000050,6500500-060,全泰里,新莊區,新北市
6519,8006,65,仁義里,新莊區,新北市,6500500-061,65000050,6500500-061,仁義里,新莊區,新北市
6520,8007,65,立基里,新莊區,新北市,6500500-062,65000050,6500500-062,立基里,新莊區,新北市
6521,8008,65,昌明里,新莊區,新北市,6500500-063,65000050,6500500-063,昌明里,新莊區,新北市
6522,8009,65,昌平里,新莊區,新北市,6500500-064,65000050,6500500-064,昌平里,新莊區,新北市
6523,8010,65,文聖里,新莊區,新北市,6500500-065,65000050,6500500-065,文聖里,新莊區,新北市
6524,8011,65,萬安里,新莊區,新北市,6500500-066,65000050,6500500-066,萬安里,新莊區,新北市
6525,8012,65,龍安里,新莊區,新北市,6500500-067,65000050,6500500-067,龍安里,新莊區,新北市
6526,8013,65,福營里,新莊區,新北市,6500500-068,65000050,6500500-068,福營里,新莊區,新北市
6527,8014,65,後德里,新莊區,新北市,6500500-069,65000050,6500500-069,後德里,新莊區,新北市
6528,8015,65,建安里,新莊區,新北市,6500500-070,65000050,6500500-070,建安里,新莊區,新北市
6529,8016,65,成德里,新莊區,新北市,6500500-071,65000050,6500500-071,成德里,新莊區,新北市
6530,8017,65,福興里,新莊區,新北市,6500500-072,65000050,6500500-072,福興里,新莊區,新北市
6531,8018,65,昌信里,新莊區,新北市,6500500-073,65000050,6500500-073,昌信里,新莊區,新北市
574,1946,9,介壽村,南竿鄉,連江縣,0900701-001,09007010,0900701-001,介壽村,南竿鄉,連江縣
575,1947,9,復興村,南竿鄉,連江縣,0900701-002,09007010,0900701-002,復興村,南竿鄉,連江縣
576,1948,9,福沃村,南竿鄉,連江縣,0900701-003,09007010,0900701-003,福沃村,南竿鄉,連江縣
577,1949,9,清水村,南竿鄉,連江縣,0900701-004,09007010,0900701-004,清水村,南竿鄉,連江縣
578,1950,9,仁愛村,南竿鄉,連江縣,0900701-005,09007010,0900701-005,仁愛村,南竿鄉,連江縣
579,1951,9,津沙村,南竿鄉,連江縣,0900701-006,09007010,0900701-006,津沙村,南竿鄉,連江縣
580,1952,9,馬祖村,南竿鄉,連江縣,0900701-007,09007010,0900701-007,馬祖村,南竿鄉,連江縣
581,1953,9,珠螺村,南竿鄉,連江縣,0900701-008,09007010,0900701-008,珠螺村,南竿鄉,連江縣
582,1954,9,四維村,南竿鄉,連江縣,0900701-009,09007010,0900701-009,四維村,南竿鄉,連江縣
583,2001,9,塘岐村,北竿鄉,連江縣,0900702-001,09007020,0900702-001,塘岐村,北竿鄉,連江縣
584,2002,9,后沃村,北竿鄉,連江縣,0900702-002,09007020,0900702-002,后沃村,北竿鄉,連江縣
585,2003,9,橋仔村,北竿鄉,連江縣,0900702-003,09007020,0900702-003,橋仔村,北竿鄉,連江縣
2017,3471,10,德興村,線西鄉,彰化縣,1000704-008,10007040,1000704-008,德興村,線西鄉,彰化縣
2018,3472,10,曾家村,伸港鄉,彰化縣,1000705-001,10007050,1000705-001,曾家村,伸港鄉,彰化縣
2019,3473,10,蚵寮村,伸港鄉,彰化縣,1000705-002,10007050,1000705-002,蚵寮村,伸港鄉,彰化縣
2020,3474,10,埤墘村,伸港鄉,彰化縣,1000705-003,10007050,1000705-003,埤墘村,伸港鄉,彰化縣
2022,3476,10,泉州村,伸港鄉,彰化縣,1000705-005,10007050,1000705-005,泉州村,伸港鄉,彰化縣
2023,3477,10,泉厝村,伸港鄉,彰化縣,1000705-006,10007050,1000705-006,泉厝村,伸港鄉,彰化縣
2024,3478,10,海尾村,伸港鄉,彰化縣,1000705-007,10007050,1000705-007,海尾村,伸港鄉,彰化縣
2026,3480,10,定興村,伸港鄉,彰化縣,1000705-009,10007050,1000705-009,定興村,伸港鄉,彰化縣
2027,3481,10,新港村,伸港鄉,彰化縣,1000705-010,10007050,1000705-010,新港村,伸港鄉,彰化縣
2028,3482,10,什股村,伸港鄉,彰化縣,1000705-011,10007050,1000705-011,什股村,伸港鄉,彰化縣
2029,3483,10,大同村,伸港鄉,彰化縣,1000705-012,10007050,1000705-012,大同村,伸港鄉,彰化縣
2030,3484,10,七嘉村,伸港鄉,彰化縣,1000705-013,10007050,1000705-013,七嘉村,伸港鄉,彰化縣
2031,3485,10,汴頭村,伸港鄉,彰化縣,1000705-014,10007050,1000705-014,汴頭村,伸港鄉,彰化縣
2032,3486,10,番社村,福興鄉,彰化縣,1000706-001,10007060,1000706-001,番社村,福興鄉,彰化縣
2033,3487,10,社尾村,福興鄉,彰化縣,1000706-002,10007060,1000706-002,社尾村,福興鄉,彰化縣
2034,3488,10,大崙村,福興鄉,彰化縣,1000706-003,10007060,1000706-003,大崙村,福興鄉,彰化縣
2035,3489,10,外埔村,福興鄉,彰化縣,1000706-004,10007060,1000706-004,外埔村,福興鄉,彰化縣
2036,3490,10,外中村,福興鄉,彰化縣,1000706-005,10007060,1000706-005,外中村,福興鄉,彰化縣
2037,3491,10,元中村,福興鄉,彰化縣,1000706-006,10007060,1000706-006,元中村,福興鄉,彰化縣
2038,3492,10,三汴村,福興鄉,彰化縣,1000706-007,10007060,1000706-007,三汴村,福興鄉,彰化縣
2039,3493,10,萬豐村,福興鄉,彰化縣,1000706-008,10007060,1000706-008,萬豐村,福興鄉,彰化縣
2040,3494,10,番婆村,福興鄉,彰化縣,1000706-009,10007060,1000706-009,番婆村,福興鄉,彰化縣
2041,3495,10,橋頭村,福興鄉,彰化縣,1000706-010,10007060,1000706-010,橋頭村,福興鄉,彰化縣
2042,3496,10,秀厝村,福興鄉,彰化縣,1000706-011,10007060,1000706-011,秀厝村,福興鄉,彰化縣
2043,3497,10,鎮平村,福興鄉,彰化縣,1000706-012,10007060,1000706-012,鎮平村,福興鄉,彰化縣
3666,5007,10,新榮里,潮州鎮,屏東縣,1001302-003,10013020,1001302-003,新榮里,潮州鎮,屏東縣
3667,5008,10,新生里,潮州鎮,屏東縣,1001302-004,10013020,1001302-004,新生里,潮州鎮,屏東縣
3668,5009,10,光華里,潮州鎮,屏東縣,1001302-005,10013020,1001302-005,光華里,潮州鎮,屏東縣
3669,5010,10,彭城里,潮州鎮,屏東縣,1001302-006,10013020,1001302-006,彭城里,潮州鎮,屏東縣
3670,5011,10,三星里,潮州鎮,屏東縣,1001302-007,10013020,1001302-007,三星里,潮州鎮,屏東縣
3671,5012,10,三共里,潮州鎮,屏東縣,1001302-008,10013020,1001302-008,三共里,潮州鎮,屏東縣
3672,5013,10,三和里,潮州鎮,屏東縣,1001302-009,10013020,1001302-009,三和里,潮州鎮,屏東縣
3673,5014,10,五魁里,潮州鎮,屏東縣,1001302-010,10013020,1001302-010,五魁里,潮州鎮,屏東縣
3674,5015,10,蓬萊里,潮州鎮,屏東縣,1001302-011,10013020,1001302-011,蓬萊里,潮州鎮,屏東縣
3675,5016,10,八爺里,潮州鎮,屏東縣,1001302-012,10013020,1001302-012,八爺里,潮州鎮,屏東縣
3676,5017,10,永春里,潮州鎮,屏東縣,1001302-013,10013020,1001302-013,永春里,潮州鎮,屏東縣
3677,5018,10,富春里,潮州鎮,屏東縣,1001302-014,10013020,1001302-014,富春里,潮州鎮,屏東縣
3678,5019,10,光春里,潮州鎮,屏東縣,1001302-015,10013020,1001302-015,光春里,潮州鎮,屏東縣
3679,5020,10,興美里,潮州鎮,屏東縣,1001302-016,10013020,1001302-016,興美里,潮州鎮,屏東縣
3680,5021,10,檨子里,潮州鎮,屏東縣,1001302-017,10013020,1001302-017,檨子里,潮州鎮,屏東縣
3681,5022,10,九塊里,潮州鎮,屏東縣,1001302-018,10013020,1001302-018,九塊里,潮州鎮,屏東縣
3682,5023,10,泗林里,潮州鎮,屏東縣,1001302-019,10013020,1001302-019,泗林里,潮州鎮,屏東縣
3683,5024,10,四春里,潮州鎮,屏東縣,1001302-020,10013020,1001302-020,四春里,潮州鎮,屏東縣
3684,5025,10,崙東里,潮州鎮,屏東縣,1001302-021,10013020,1001302-021,崙東里,潮州鎮,屏東縣
3685,5026,10,新勝里,東港鎮,屏東縣,1001303-001,10013030,1001303-001,新勝里,東港鎮,屏東縣
3686,5027,10,頂新里,東港鎮,屏東縣,1001303-002,10013030,1001303-002,頂新里,東港鎮,屏東縣
3687,5028,10,頂中里,東港鎮,屏東縣,1001303-003,10013030,1001303-003,頂中里,東港鎮,屏東縣
3688,5029,10,東和里,東港鎮,屏東縣,1001303-004,10013030,1001303-004,東和里,東港鎮,屏東縣
3689,5030,10,興台里,東港鎮,屏東縣,1001303-005,10013030,1001303-005,興台里,東港鎮,屏東縣
3690,5031,10,中興里,東港鎮,屏東縣,1001303-006,10013030,1001303-006,中興里,東港鎮,屏東縣
3691,5032,10,朝安里,東港鎮,屏東縣,1001303-007,10013030,1001303-007,朝安里,東港鎮,屏東縣
3692,5033,10,八德里,東港鎮,屏東縣,1001303-008,10013030,1001303-008,八德里,東港鎮,屏東縣
4233,5643,10,池南村,壽豐鄉,花蓮縣,1001506-009,10015060,1001506-009,池南村,壽豐鄉,花蓮縣
4234,5644,10,平和村,壽豐鄉,花蓮縣,1001506-010,10015060,1001506-010,平和村,壽豐鄉,花蓮縣
4235,5645,10,志學村,壽豐鄉,花蓮縣,1001506-011,10015060,1001506-011,志學村,壽豐鄉,花蓮縣
4236,5646,10,米棧村,壽豐鄉,花蓮縣,1001506-012,10015060,1001506-012,米棧村,壽豐鄉,花蓮縣
4237,5647,10,月眉村,壽豐鄉,花蓮縣,1001506-013,10015060,1001506-013,月眉村,壽豐鄉,花蓮縣
4238,5648,10,水璉村,壽豐鄉,花蓮縣,1001506-014,10015060,1001506-014,水璉村,壽豐鄉,花蓮縣
4239,5649,10,鹽寮村,壽豐鄉,花蓮縣,1001506-015,10015060,1001506-015,鹽寮村,壽豐鄉,花蓮縣
4240,5650,10,大安村,光復鄉,花蓮縣,1001507-001,10015070,1001507-001,大安村,光復鄉,花蓮縣
4241,5651,10,大華村,光復鄉,花蓮縣,1001507-002,10015070,1001507-002,大華村,光復鄉,花蓮縣
4242,5652,10,大平村,光復鄉,花蓮縣,1001507-003,10015070,1001507-003,大平村,光復鄉,花蓮縣
4243,5653,10,大馬村,光復鄉,花蓮縣,1001507-004,10015070,1001507-004,大馬村,光復鄉,花蓮縣
4244,5654,10,大同村,光復鄉,花蓮縣,1001507-005,10015070,1001507-005,大同村,光復鄉,花蓮縣
4245,5655,10,大進村,光復鄉,花蓮縣,1001507-006,10015070,1001507-006,大進村,光復鄉,花蓮縣
4246,5656,10,大全村,光復鄉,花蓮縣,1001507-007,10015070,1001507-007,大全村,光復鄉,花蓮縣
4247,5657,10,大興村,光復鄉,花蓮縣,1001507-008,10015070,1001507-008,大興村,光復鄉,花蓮縣
4248,5658,10,大富村,光復鄉,花蓮縣,1001507-009,10015070,1001507-009,大富村,光復鄉,花蓮縣
4249,5659,10,大豐村,光復鄉,花蓮縣,1001507-010,10015070,1001507-010,大豐村,光復鄉,花蓮縣
4250,5660,10,東富村,光復鄉,花蓮縣,1001507-011,10015070,1001507-011,東富村,光復鄉,花蓮縣
4251,5661,10,西富村,光復鄉,花蓮縣,1001507-012,10015070,1001507-012,西富村,光復鄉,花蓮縣
4252,5662,10,南富村,光復鄉,花蓮縣,1001507-013,10015070,1001507-013,南富村,光復鄉,花蓮縣
4253,5663,10,北富村,光復鄉,花蓮縣,1001507-014,10015070,1001507-014,北富村,光復鄉,花蓮縣
4254,5664,10,豐濱村,豐濱鄉,花蓮縣,1001508-001,10015080,1001508-001,豐濱村,豐濱鄉,花蓮縣
4255,5665,10,新社村,豐濱鄉,花蓮縣,1001508-002,10015080,1001508-002,新社村,豐濱鄉,花蓮縣
4256,5666,10,磯崎村,豐濱鄉,花蓮縣,1001508-003,10015080,1001508-003,磯崎村,豐濱鄉,花蓮縣
4257,5667,10,港口村,豐濱鄉,花蓮縣,1001508-004,10015080,1001508-004,港口村,豐濱鄉,花蓮縣
4258,5668,10,靜浦村,豐濱鄉,花蓮縣,1001508-005,10015080,1001508-005,靜浦村,豐濱鄉,花蓮縣
4259,5669,10,瑞穗村,瑞穗鄉,花蓮縣,1001509-001,10015090,1001509-001,瑞穗村,瑞穗鄉,花蓮縣
5642,7148,64,忠孝里,鳳山區,高雄市,6401200-044,64000120,6401200-044,忠孝里,鳳山區,高雄市
5644,7150,64,和興里,鳳山區,高雄市,6401200-046,64000120,6401200-046,和興里,鳳山區,高雄市
5645,7151,64,協和里,鳳山區,高雄市,6401200-047,64000120,6401200-047,協和里,鳳山區,高雄市
5646,7152,64,文山里,鳳山區,高雄市,6401200-048,64000120,6401200-048,文山里,鳳山區,高雄市
5647,7153,64,福誠里,鳳山區,高雄市,6401200-049,64000120,6401200-049,福誠里,鳳山區,高雄市
5648,7154,64,誠德里,鳳山區,高雄市,6401200-050,64000120,6401200-050,誠德里,鳳山區,高雄市
5649,7155,64,三民里,鳳山區,高雄市,6401200-051,64000120,6401200-051,三民里,鳳山區,高雄市
5651,7157,64,北門里,鳳山區,高雄市,6401200-053,64000120,6401200-053,北門里,鳳山區,高雄市
5652,7158,64,富甲里,鳳山區,高雄市,6401200-054,64000120,6401200-054,富甲里,鳳山區,高雄市
5653,7159,64,南成里,鳳山區,高雄市,6401200-055,64000120,6401200-055,南成里,鳳山區,高雄市
5654,7160,64,文華里,鳳山區,高雄市,6401200-056,64000120,6401200-056,文華里,鳳山區,高雄市
5655,7161,64,大德里,鳳山區,高雄市,6401200-057,64000120,6401200-057,大德里,鳳山區,高雄市
5656,7162,64,武松里,鳳山區,高雄市,6401200-058,64000120,6401200-058,武松里,鳳山區,高雄市
5657,7163,64,文衡里,鳳山區,高雄市,6401200-059,64000120,6401200-059,文衡里,鳳山區,高雄市
5658,7164,64,文福里,鳳山區,高雄市,6401200-060,64000120,6401200-060,文福里,鳳山區,高雄市
5659,7165,64,誠信里,鳳山區,高雄市,6401200-061,64000120,6401200-061,誠信里,鳳山區,高雄市
5661,7167,64,國富里,鳳山區,高雄市,6401200-063,64000120,6401200-063,國富里,鳳山區,高雄市
5662,7168,64,武慶里,鳳山區,高雄市,6401200-064,64000120,6401200-064,武慶里,鳳山區,高雄市
5663,7169,64,海洋里,鳳山區,高雄市,6401200-065,64000120,6401200-065,海洋里,鳳山區,高雄市
5664,7170,64,新武里,鳳山區,高雄市,6401200-066,64000120,6401200-066,新武里,鳳山區,高雄市
5665,7171,64,新樂里,鳳山區,高雄市,6401200-067,64000120,6401200-067,新樂里,鳳山區,高雄市
5666,7172,64,新泰里,鳳山區,高雄市,6401200-068,64000120,6401200-068,新泰里,鳳山區,高雄市
5667,7173,64,中崙里,鳳山區,高雄市,6401200-069,64000120,6401200-069,中崙里,鳳山區,高雄市
5668,7174,64,中榮里,鳳山區,高雄市,6401200-070,64000120,6401200-070,中榮里,鳳山區,高雄市
5669,7175,64,中民里,鳳山區,高雄市,6401200-071,64000120,6401200-071,中民里,鳳山區,高雄市
6706,8219,65,文化里,淡水區,新北市,6501000-031,65000100,6501000-031,文化里,淡水區,新北市
6707,8220,65,油車里,淡水區,新北市,6501000-032,65000100,6501000-032,油車里,淡水區,新北市
6708,8221,65,沙崙里,淡水區,新北市,6501000-033,65000100,6501000-033,沙崙里,淡水區,新北市
6709,8222,65,新義里,淡水區,新北市,6501000-034,65000100,6501000-034,新義里,淡水區,新北市
6710,8223,65,新春里,淡水區,新北市,6501000-035,65000100,6501000-035,新春里,淡水區,新北市
6711,8224,65,新民里,淡水區,新北市,6501000-036,65000100,6501000-036,新民里,淡水區,新北市
6712,8225,65,正德里,淡水區,新北市,6501000-037,65000100,6501000-037,正德里,淡水區,新北市
6713,8226,65,北新里,淡水區,新北市,6501000-038,65000100,6501000-038,北新里,淡水區,新北市
6714,8227,65,民權里,淡水區,新北市,6501000-039,65000100,6501000-039,民權里,淡水區,新北市
6715,8228,65,幸福里,淡水區,新北市,6501000-040,65000100,6501000-040,幸福里,淡水區,新北市
6716,8229,65,學府里,淡水區,新北市,6501000-041,65000100,6501000-041,學府里,淡水區,新北市
6717,8230,65,大庄里,淡水區,新北市,6501000-042,65000100,6501000-042,大庄里,淡水區,新北市
6718,8231,65,義民里,汐止區,新北市,6501100-001,65000110,6501100-001,義民里,汐止區,新北市
6719,8232,65,禮門里,汐止區,新北市,6501100-002,65000110,6501100-002,禮門里,汐止區,新北市
6720,8233,65,智慧里,汐止區,新北市,6501100-003,65000110,6501100-003,智慧里,汐止區,新北市
6721,8234,65,信望里,汐止區,新北市,6501100-004,65000110,6501100-004,信望里,汐止區,新北市
6722,8235,65,橋東里,汐止區,新北市,6501100-005,65000110,6501100-005,橋東里,汐止區,新北市
6723,8236,65,秀峰里,汐止區,新北市,6501100-006,65000110,6501100-006,秀峰里,汐止區,新北市
6724,8237,65,新昌里,汐止區,新北市,6501100-007,65000110,6501100-007,新昌里,汐止區,新北市
6725,8238,65,復興里,汐止區,新北市,6501100-008,65000110,6501100-008,復興里,汐止區,新北市
6726,8239,65,茄苳里,汐止區,新北市,6501100-009,65000110,6501100-009,茄苳里,汐止區,新北市
6727,8240,65,長安里,汐止區,新北市,6501100-010,65000110,6501100-010,長安里,汐止區,新北市
6728,8241,65,保安里,汐止區,新北市,6501100-011,65000110,6501100-011,保安里,汐止區,新北市
6729,8242,65,保長里,汐止區,新北市,6501100-012,65000110,6501100-012,保長里,汐止區,新北市
6730,8243,65,鄉長里,汐止區,新北市,6501100-013,65000110,6501100-013,鄉長里,汐止區,新北市
6731,8244,65,江北里,汐止區,新北市,6501100-014,65000110,6501100-014,江北里,汐止區,新北市
6732,8245,65,拱北里,汐止區,新北市,6501100-015,65000110,6501100-015,拱北里,汐止區,新北市
6733,8246,65,烘內里,汐止區,新北市,6501100-016,65000110,6501100-016,烘內里,汐止區,新北市
586,2004,9,芹壁村,北竿鄉,連江縣,0900702-004,09007020,0900702-004,芹壁村,北竿鄉,連江縣
587,2005,9,板里村,北竿鄉,連江縣,0900702-005,09007020,0900702-005,板里村,北竿鄉,連江縣
588,2006,9,白沙村,北竿鄉,連江縣,0900702-006,09007020,0900702-006,白沙村,北竿鄉,連江縣
589,2035,9,青帆村,莒光鄉,連江縣,0900703-001,09007030,0900703-001,青帆村,莒光鄉,連江縣
590,2036,9,田沃村,莒光鄉,連江縣,0900703-002,09007030,0900703-002,田沃村,莒光鄉,連江縣
591,2037,9,西坵村,莒光鄉,連江縣,0900703-003,09007030,0900703-003,西坵村,莒光鄉,連江縣
592,2038,9,福正村,莒光鄉,連江縣,0900703-004,09007030,0900703-004,福正村,莒光鄉,連江縣
593,2039,9,大坪村,莒光鄉,連江縣,0900703-005,09007030,0900703-005,大坪村,莒光鄉,連江縣
594,2076,9,中柳村,東引鄉,連江縣,0900704-001,09007040,0900704-001,中柳村,東引鄉,連江縣
595,2077,9,樂華村,東引鄉,連江縣,0900704-002,09007040,0900704-002,樂華村,東引鄉,連江縣
2287,3760,10,修仁村,二水鄉,彰化縣,1000718-012,10007180,1000718-012,修仁村,二水鄉,彰化縣
2288,3761,10,合興村,二水鄉,彰化縣,1000718-013,10007180,1000718-013,合興村,二水鄉,彰化縣
2289,3762,10,源泉村,二水鄉,彰化縣,1000718-014,10007180,1000718-014,源泉村,二水鄉,彰化縣
2290,3763,10,倡和村,二水鄉,彰化縣,1000718-015,10007180,1000718-015,倡和村,二水鄉,彰化縣
2291,3764,10,復興村,二水鄉,彰化縣,1000718-016,10007180,1000718-016,復興村,二水鄉,彰化縣
2292,3765,10,十五村,二水鄉,彰化縣,1000718-017,10007180,1000718-017,十五村,二水鄉,彰化縣
