OBJECTID,UID,PRO_ID,VILLAGE,TOWN,COUNTY,V_code,town109,nVill103,V_NAME103,T_NAME103,C_NAME103
6447,7934,65,上林里,永和區,新北市,6500400-051,,6500400-051,上林里,永和區,新北市
6448,7935,65,網溪里,永和區,新北市,6500400-052,,6500400-052,網溪里,永和區,新北市
6449,7936,65,正興里,永和區,新北市,6500400-053,,6500400-053,正興里,永和區,新北市
6450,7937,65,永興里,永和區,新北市,6500400-054,,6500400-054,永興里,永和區,新北市
6451,7938,65,桂林里,永和區,新北市,6500400-055,,6500400-055,桂林里,永和區,新北市
6452,7939,65,店街里,永和區,新北市,6500400-056,,6500400-056,店街里,永和區,新北市
6453,7940,65,信義里,永和區,新北市,6500400-057,,6500400-057,信義里,永和區,新北市
6454,7941,65,後溪里,永和區,新北市,6500400-058,,6500400-058,後溪里,永和區,新北市
6455,7942,65,民富里,永和區,新北市,6500400-059,,6500400-059,民富里,永和區,新北市
6456,7943,65,秀元里,永和區,新北市,6500400-060,,6500400-060,秀元里,永和區,新北市
6457,7944,65,永樂里,永和區,新北市,6500400-061,,6500400-061,永樂里,永和區,新北市
6458,7945,65,保順里,永和區,新北市,6500400-062,,6500400-062,保順里,永和區,新北市
6459,7946,65,海山里,新莊區,新北市,6500500-001,,6500500-001,海山里,新莊區,新北市
6460,7947,65,頭前里,新莊區,新北市,6500500-002,,6500500-002,頭前里,新莊區,新北市
6461,7948,65,國泰里,新莊區,新北市,6500500-003,,6500500-003,國泰里,新莊區,新北市
6462,7949,65,全安里,新莊區,新北市,6500500-004,,6500500-004,全安里,新莊區,新北市
6463,7950,65,福基里,新莊區,新北市,6500500-005,,6500500-005,福基里,新莊區,新北市
6464,7951,65,豐年里,新莊區,新北市,6500500-006,,6500500-006,豐年里,新莊區,新北市
6465,7952,65,忠孝里,新莊區,新北市,6500500-007,,6500500-007,忠孝里,新莊區,新北市
6466,7953,65,恆安里,新莊區,新北市,6500500-008,,6500500-008,恆安里,新莊區,新北市
6467,7954,65,後港里,新莊區,新北市,6500500-009,,6500500-009,後港里,新莊區,新北市
6468,7955,65,文衡里,新莊區,新北市,6500500-010,,6500500-010,文衡里,新莊區,新北市
6469,7956,65,中美里,新莊區,新北市,6500500-011,,6500500-011,中美里,新莊區,新北市
6470,7957,65,八德里,新莊區,新北市,6500500-012,,6500500-012,八德里,新莊區,新北市
6471,7958,65,興漢里,新莊區,新北市,6500500-013,,6500500-013,興漢里,新莊區,新北市
6472,7959,65,中和里,新莊區,新北市,6500500-014,,6500500-014,中和里,新莊區,新北市
6473,7960,65,西盛里,新莊區,新北市,6500500-015,,6500500-015,西盛里,新莊區,新北市
6474,7961,65,榮和里,新莊區,新北市,6500500-016,,6500500-016,榮和里,新莊區,新北市
6475,7962,65,中泰里,新莊區,新北市,6500500-017,,6500500-017,中泰里,新莊區,新北市
6476,7963,65,瓊林里,新莊區,新北市,6500500-018,,6500500-018,瓊林里,新莊區,新北市
6477,7964,65,文德里,新莊區,新北市,6500500-019,,6500500-019,文德里,新莊區,新北市
6478,7965,65,中誠里,新莊區,新北市,6500500-020,,6500500-020,中誠里,新莊區,新北市
6479,7966,65,裕民里,新莊區,新北市,6500500-021,,6500500-021,裕民里,新莊區,新北市
6480,7967,65,文明里,新莊區,新北市,6500500-022,,6500500-022,文明里,新莊區,新北市
6481,7968,65,中港里,新莊區,新北市,6500500-023,,6500500-023,中港里,新莊區,新北市
6482,7969,65,富國里,新莊區,新北市,6500500-024,,6500500-024,富國里,新莊區,新北市
6483,7970,65,思源里,新莊區,新北市,6500500-025,,6500500-025,思源里,新莊區,新北市
6484,7971,65,立人里,新莊區,新北市,6500500-026,,6500500-026,立人里,新莊區,新北市
6485,7972,65,南港里,新莊區,新北市,6500500-027,,6500500-027,南港里,新莊區,新北市
6486,7973,65,仁愛里,新莊區,新北市,6500500-028,,6500500-028,仁愛里,新莊區,新北市
6487,7974,65,立德里,新莊區,新北市,6500500-029,,6500500-029,立德里,新莊區,新北市
6488,7975,65,信義里,新莊區,新北市,6500500-030,,6500500-030,信義里,新莊區,新北市
6489,7976,65,立言里,新莊區,新北市,6500500-031,,6500500-031,立言里,新莊區,新北市
6490,7977,65,民安里,新莊區,新北市,6500500-032,,6500500-032,民安里,新莊區,新北市
6491,7978,65,和平里,新莊區,新北市,6500500-033,,6500500-033,和平里,新莊區,新北市
6492,7979,65,立功里,新莊區,新北市,6500500-034,,6500500-034,立功里,新莊區,新北市
6493,7980,65,民本里,新莊區,新北市,6500500-035,,6500500-035,民本里,新莊區,新北市
6494,7981,65,化成里,新莊區,新北市,6500500-036,,6500500-036,化成里,新莊區,新北市
6495,7982,65,立志里,新莊區,新北市,6500500-037,,6500500-037,立志里,新莊區,新北市
6496,7983,65,光華里,新莊區,新北市,6500500-038,,6500500-038,光華里,新莊區,新北市
6497,7984,65,思賢里,新莊區,新北市,6500500-039,,6500500-039,思賢里,新莊區,新北市
6498,7985,65,營盤里,新莊區,新北市,6500500-040,,6500500-040,營盤里,新莊區,新北市
6499,7986,65,光榮里,新莊區,新北市,6500500-041,,6500500-041,光榮里,新莊區,新北市
6500,7987,65,自強里,新莊區,新北市,6500500-042,,6500500-042,自強里,新莊區,新北市
6502,7989,65,光明里,新莊區,新北市,6500500-044,,6500500-044,光明里,新莊區,新北市
6503,7990,65,自立里,新莊區,新北市,6500500-045,,6500500-045,自立里,新莊區,新北市
6504,7991,65,合鳳里,新莊區,新北市,6500500-046,,6500500-046,合鳳里,新莊區,新北市
6505,7992,65,幸福里,新莊區,新北市,6500500-047,,6500500-047,幸福里,新莊區,新北市
6507,7994,65,自信里,新莊區,新北市,6500500-049,,6500500-049,自信里,新莊區,新北市
6508,7995,65,龍鳳里,新莊區,新北市,6500500-050,,6500500-050,龍鳳里,新莊區,新北市
6532,8019,65,昌隆里,新莊區,新北市,6500500-074,,6500500-074,昌隆里,新莊區,新北市
6533,8020,65,中平里,新莊區,新北市,6500500-075,,6500500-075,中平里,新莊區,新北市
6534,8021,65,立廷里,新莊區,新北市,6500500-076,,6500500-076,立廷里,新莊區,新北市
6535,8022,65,泰豐里,新莊區,新北市,6500500-077,,6500500-077,泰豐里,新莊區,新北市
6536,8023,65,富民里,新莊區,新北市,6500500-078,,6500500-078,富民里,新莊區,新北市
6538,8025,65,祥鳳里,新莊區,新北市,6500500-080,,6500500-080,祥鳳里,新莊區,新北市
6539,8026,65,民全里,新莊區,新北市,6500500-081,,6500500-081,民全里,新莊區,新北市
6540,8027,65,民有里,新莊區,新北市,6500500-082,,6500500-082,民有里,新莊區,新北市
6541,8028,65,光正里,新莊區,新北市,6500500-083,,6500500-083,光正里,新莊區,新北市
6542,8029,65,光和里,新莊區,新北市,6500500-084,,6500500-084,光和里,新莊區,新北市
6543,8030,65,國豐里,新店區,新北市,6500600-001,,6500600-001,國豐里,新店區,新北市
6544,8031,65,明德里,新店區,新北市,6500600-002,,6500600-002,明德里,新店區,新北市
6545,8032,65,大豐里,新店區,新北市,6500600-003,,6500600-003,大豐里,新店區,新北市
6546,8033,65,大同里,新店區,新北市,6500600-004,,6500600-004,大同里,新店區,新北市
6547,8034,65,江陵里,新店區,新北市,6500600-005,,6500600-005,江陵里,新店區,新北市
6548,8035,65,寶興里,新店區,新北市,6500600-006,,6500600-006,寶興里,新店區,新北市
6549,8036,65,寶安里,新店區,新北市,6500600-007,,6500600-007,寶安里,新店區,新北市
6550,8037,65,信義里,新店區,新北市,6500600-008,,6500600-008,信義里,新店區,新北市
6551,8038,65,忠孝里,新店區,新北市,6500600-009,,6500600-009,忠孝里,新店區,新北市
6552,8039,65,大鵬里,新店區,新北市,6500600-010,,6500600-010,大鵬里,新店區,新北市
6553,8040,65,太平里,新店區,新北市,6500600-011,,6500600-011,太平里,新店區,新北市
6554,8041,65,頂城里,新店區,新北市,6500600-012,,6500600-012,頂城里,新店區,新北市
6555,8042,65,下城里,新店區,新北市,6500600-013,,6500600-013,下城里,新店區,新北市
6556,8043,65,柴埕里,新店區,新北市,6500600-014,,6500600-014,柴埕里,新店區,新北市
6557,8044,65,永安里,新店區,新北市,6500600-015,,6500600-015,永安里,新店區,新北市
6558,8045,65,公崙里,新店區,新北市,6500600-016,,6500600-016,公崙里,新店區,新北市
6559,8046,65,德安里,新店區,新北市,6500600-017,,6500600-017,德安里,新店區,新北市
6560,8047,65,雙城里,新店區,新北市,6500600-018,,6500600-018,雙城里,新店區,新北市
6561,8048,65,日興里,新店區,新北市,6500600-019,,6500600-019,日興里,新店區,新北市
6562,8049,65,玫瑰里,新店區,新北市,6500600-020,,6500600-020,玫瑰里,新店區,新北市
6563,8050,65,塗潭里,新店區,新北市,6500600-021,,6500600-021,塗潭里,新店區,新北市
6564,8051,65,美潭里,新店區,新北市,6500600-022,,6500600-022,美潭里,新店區,新北市
6565,8052,65,員潭里,新店區,新北市,6500600-023,,6500600-023,員潭里,新店區,新北市
6566,8053,65,雙坑里,新店區,新北市,6500600-024,,6500600-024,雙坑里,新店區,新北市
6567,8054,65,粗坑里,新店區,新北市,6500600-025,,6500600-025,粗坑里,新店區,新北市
6568,8055,65,屈尺里,新店區,新北市,6500600-026,,6500600-026,屈尺里,新店區,新北市
6569,8056,65,龜山里,新店區,新北市,6500600-027,,6500600-027,龜山里,新店區,新北市
6570,8057,65,廣興里,新店區,新北市,6500600-028,,6500600-028,廣興里,新店區,新北市
6571,8058,65,直潭里,新店區,新北市,6500600-029,,6500600-029,直潭里,新店區,新北市
6572,8059,65,青潭里,新店區,新北市,6500600-030,,6500600-030,青潭里,新店區,新北市
6573,8060,65,新店里,新店區,新北市,6500600-031,,6500600-031,新店里,新店區,新北市
6574,8061,65,張南里,新店區,新北市,6500600-032,,6500600-032,張南里,新店區,新北市
6575,8062,65,國校里,新店區,新北市,6500600-033,,6500600-033,國校里,新店區,新北市
6576,8063,65,文中里,新店區,新北市,6500600-034,,6500600-034,文中里,新店區,新北市
6577,8064,65,廣明里,新店區,新北市,6500600-035,,6500600-035,廣明里,新店區,新北市
6578,8065,65,文明里,新店區,新北市,6500600-036,,6500600-036,文明里,新店區,新北市
6579,8066,65,中興里,新店區,新北市,6500600-037,,6500600-037,中興里,新店區,新北市
6580,8067,65,新生里,新店區,新北市,6500600-038,,6500600-038,新生里,新店區,新北市
6581,8068,65,新德里,新店區,新北市,6500600-039,,6500600-039,新德里,新店區,新北市
6582,8069,65,張北里,新店區,新北市,6500600-040,,6500600-040,張北里,新店區,新北市
6583,8070,65,五峰里,新店區,新北市,6500600-041,,6500600-041,五峰里,新店區,新北市
6584,8071,65,新安里,新店區,新北市,6500600-042,,6500600-042,新安里,新店區,新北市
6585,8072,65,忠誠里,新店區,新北市,6500600-043,,6500600-043,忠誠里,新店區,新北市
6586,8073,65,中正里,新店區,新北市,6500600-044,,6500600-044,中正里,新店區,新北市
6587,8074,65,中華里,新店區,新北市,6500600-045,,6500600-045,中華里,新店區,新北市
6588,8075,65,仁愛里,新店區,新北市,6500600-046,,6500600-046,仁愛里,新店區,新北市
6589,8076,65,百忍里,新店區,新北市,6500600-047,,6500600-047,百忍里,新店區,新北市
6590,8077,65,百和里,新店區,新北市,6500600-048,,6500600-048,百和里,新店區,新北市
6591,8078,65,福德里,新店區,新北市,6500600-049,,6500600-049,福德里,新店區,新北市
6592,8079,65,百福里,新店區,新北市,6500600-050,,6500600-050,百福里,新店區,新北市
6593,8080,65,福民里,新店區,新北市,6500600-051,,6500600-051,福民里,新店區,新北市
6594,8081,65,中山里,新店區,新北市,6500600-052,,6500600-052,中山里,新店區,新北市
6595,8082,65,和平里,新店區,新北市,6500600-053,,6500600-053,和平里,新店區,新北市
6596,8083,65,中央里,新店區,新北市,6500600-054,,6500600-054,中央里,新店區,新北市
6597,8084,65,明城里,新店區,新北市,6500600-055,,6500600-055,明城里,新店區,新北市
6598,8085,65,安和里,新店區,新北市,6500600-056,,6500600-056,安和里,新店區,新北市
6599,8086,65,吉祥里,新店區,新北市,6500600-057,,6500600-057,吉祥里,新店區,新北市
6600,8087,65,寶福里,新店區,新北市,6500600-058,,6500600-058,寶福里,新店區,新北市
6601,8088,65,小城里,新店區,新北市,6500600-059,,6500600-059,小城里,新店區,新北市
6602,8089,65,香坡里,新店區,新北市,6500600-060,,6500600-060,香坡里,新店區,新北市
6603,8090,65,建國里,新店區,新北市,6500600-061,,6500600-061,建國里,新店區,新北市
6604,8091,65,復興里,新店區,新北市,6500600-062,,6500600-062,復興里,新店區,新北市
6605,8092,65,美城里,新店區,新北市,6500600-063,,6500600-063,美城里,新店區,新北市
6606,8093,65,安昌里,新店區,新北市,6500600-064,,6500600-064,安昌里,新店區,新北市
6607,8094,65,長春里,新店區,新北市,6500600-065,,6500600-065,長春里,新店區,新北市
6608,8095,65,新和里,新店區,新北市,6500600-066,,6500600-066,新和里,新店區,新北市
6609,8096,65,永平里,新店區,新北市,6500600-067,,6500600-067,永平里,新店區,新北市
6610,8097,65,達觀里,新店區,新北市,6500600-068,,6500600-068,達觀里,新店區,新北市
6611,8098,65,華城里,新店區,新北市,6500600-069,,6500600-069,華城里,新店區,新北市
6612,8099,65,三多里,樹林區,新北市,6500700-001,,6500700-001,三多里,樹林區,新北市
6614,8127,65,樹興里,樹林區,新北市,6500700-029,,6500700-029,樹興里,樹林區,新北市
6615,8128,65,樹福里,樹林區,新北市,6500700-030,,6500700-030,樹福里,樹林區,新北市
6617,8130,65,金寮里,樹林區,新北市,6500700-032,,6500700-032,金寮里,樹林區,新北市
6618,8131,65,彭興里,樹林區,新北市,6500700-033,,6500700-033,彭興里,樹林區,新北市
6619,8132,65,文林里,樹林區,新北市,6500700-034,,6500700-034,文林里,樹林區,新北市
6620,8133,65,山佳里,樹林區,新北市,6500700-035,,6500700-035,山佳里,樹林區,新北市
6621,8134,65,中山里,樹林區,新北市,6500700-036,,6500700-036,中山里,樹林區,新北市
6622,8135,65,育英里,樹林區,新北市,6500700-037,,6500700-037,育英里,樹林區,新北市
6623,8136,65,中華里,樹林區,新北市,6500700-038,,6500700-038,中華里,樹林區,新北市
6624,8137,65,太順里,樹林區,新北市,6500700-039,,6500700-039,太順里,樹林區,新北市
6625,8138,65,圳民里,樹林區,新北市,6500700-040,,6500700-040,圳民里,樹林區,新北市
6626,8139,65,圳生里,樹林區,新北市,6500700-041,,6500700-041,圳生里,樹林區,新北市
6628,8141,65,東鶯里,鶯歌區,新北市,6500800-001,,6500800-001,東鶯里,鶯歌區,新北市
6629,8142,65,西鶯里,鶯歌區,新北市,6500800-002,,6500800-002,西鶯里,鶯歌區,新北市
6630,8143,65,南鶯里,鶯歌區,新北市,6500800-003,,6500800-003,南鶯里,鶯歌區,新北市
6631,8144,65,北鶯里,鶯歌區,新北市,6500800-004,,6500800-004,北鶯里,鶯歌區,新北市
6632,8145,65,中鶯里,鶯歌區,新北市,6500800-005,,6500800-005,中鶯里,鶯歌區,新北市
6633,8146,65,建德里,鶯歌區,新北市,6500800-006,,6500800-006,建德里,鶯歌區,新北市
6634,8147,65,同慶里,鶯歌區,新北市,6500800-007,,6500800-007,同慶里,鶯歌區,新北市
6635,8148,65,永昌里,鶯歌區,新北市,6500800-008,,6500800-008,永昌里,鶯歌區,新北市
6636,8149,65,南靖里,鶯歌區,新北市,6500800-009,,6500800-009,南靖里,鶯歌區,新北市
6647,8160,65,建國里,鶯歌區,新北市,6500800-020,,6500800-020,建國里,鶯歌區,新北市
6648,8161,65,三峽里,三峽區,新北市,6500900-001,,6500900-001,三峽里,三峽區,新北市
6649,8162,65,秀川里,三峽區,新北市,6500900-002,,6500900-002,秀川里,三峽區,新北市
6650,8163,65,八張里,三峽區,新北市,6500900-003,,6500900-003,八張里,三峽區,新北市
6651,8164,65,中埔里,三峽區,新北市,6500900-004,,6500900-004,中埔里,三峽區,新北市
6653,8166,65,永館里,三峽區,新北市,6500900-006,,6500900-006,永館里,三峽區,新北市
6654,8167,65,礁溪里,三峽區,新北市,6500900-007,,6500900-007,礁溪里,三峽區,新北市
6656,8169,65,龍埔里,三峽區,新北市,6500900-009,,6500900-009,龍埔里,三峽區,新北市
6658,8171,65,嘉添里,三峽區,新北市,6500900-011,,6500900-011,嘉添里,三峽區,新北市
6659,8172,65,添福里,三峽區,新北市,6500900-012,,6500900-012,添福里,三峽區,新北市
6664,8177,65,溪北里,三峽區,新北市,6500900-017,,6500900-017,溪北里,三峽區,新北市
6665,8178,65,溪南里,三峽區,新北市,6500900-018,,6500900-018,溪南里,三峽區,新北市
6666,8179,65,溪東里,三峽區,新北市,6500900-019,,6500900-019,溪東里,三峽區,新北市
6667,8180,65,成福里,三峽區,新北市,6500900-020,,6500900-020,成福里,三峽區,新北市
6668,8181,65,安坑里,三峽區,新北市,6500900-021,,6500900-021,安坑里,三峽區,新北市
6669,8182,65,竹崙里,三峽區,新北市,6500900-022,,6500900-022,竹崙里,三峽區,新北市
6670,8183,65,介壽里,三峽區,新北市,6500900-023,,6500900-023,介壽里,三峽區,新北市
6671,8184,65,安溪里,三峽區,新北市,6500900-024,,6500900-024,安溪里,三峽區,新北市
6672,8185,65,中正里,三峽區,新北市,6500900-025,,6500900-025,中正里,三峽區,新北市
6674,8187,65,龍學里,三峽區,新北市,6500900-027,,6500900-027,龍學里,三峽區,新北市
6675,8188,65,龍恩里,三峽區,新北市,6500900-028,,6500900-028,龍恩里,三峽區,新北市
6676,8189,65,中和里,淡水區,新北市,6501000-001,,6501000-001,中和里,淡水區,新北市
6677,8190,65,屯山里,淡水區,新北市,6501000-002,,6501000-002,屯山里,淡水區,新北市
6678,8191,65,賢孝里,淡水區,新北市,6501000-003,,6501000-003,賢孝里,淡水區,新北市
6679,8192,65,興仁里,淡水區,新北市,6501000-004,,6501000-004,興仁里,淡水區,新北市
6680,8193,65,蕃薯里,淡水區,新北市,6501000-005,,6501000-005,蕃薯里,淡水區,新北市
6681,8194,65,義山里,淡水區,新北市,6501000-006,,6501000-006,義山里,淡水區,新北市
6682,8195,65,忠山里,淡水區,新北市,6501000-007,,6501000-007,忠山里,淡水區,新北市
6683,8196,65,崁頂里,淡水區,新北市,6501000-008,,6501000-008,崁頂里,淡水區,新北市
6684,8197,65,埤島里,淡水區,新北市,6501000-009,,6501000-009,埤島里,淡水區,新北市
6685,8198,65,新興里,淡水區,新北市,6501000-010,,6501000-010,新興里,淡水區,新北市
6686,8199,65,水碓里,淡水區,新北市,6501000-011,,6501000-011,水碓里,淡水區,新北市
6687,8200,65,北投里,淡水區,新北市,6501000-012,,6501000-012,北投里,淡水區,新北市
6688,8201,65,水源里,淡水區,新北市,6501000-013,,6501000-013,水源里,淡水區,新北市
6689,8202,65,忠寮里,淡水區,新北市,6501000-014,,6501000-014,忠寮里,淡水區,新北市
6690,8203,65,樹興里,淡水區,新北市,6501000-015,,6501000-015,樹興里,淡水區,新北市
6691,8204,65,坪頂里,淡水區,新北市,6501000-016,,6501000-016,坪頂里,淡水區,新北市
6692,8205,65,福德里,淡水區,新北市,6501000-017,,6501000-017,福德里,淡水區,新北市
6693,8206,65,竹圍里,淡水區,新北市,6501000-018,,6501000-018,竹圍里,淡水區,新北市
6694,8207,65,民生里,淡水區,新北市,6501000-019,,6501000-019,民生里,淡水區,新北市
6695,8208,65,八勢里,淡水區,新北市,6501000-020,,6501000-020,八勢里,淡水區,新北市
6696,8209,65,竿蓁里,淡水區,新北市,6501000-021,,6501000-021,竿蓁里,淡水區,新北市
6697,8210,65,鄧公里,淡水區,新北市,6501000-022,,6501000-022,鄧公里,淡水區,新北市
6698,8211,65,中興里,淡水區,新北市,6501000-023,,6501000-023,中興里,淡水區,新北市
6699,8212,65,長庚里,淡水區,新北市,6501000-024,,6501000-024,長庚里,淡水區,新北市
6700,8213,65,清文里,淡水區,新北市,6501000-025,,6501000-025,清文里,淡水區,新北市
6701,8214,65,草東里,淡水區,新北市,6501000-026,,6501000-026,草東里,淡水區,新北市
6702,8215,65,協元里,淡水區,新北市,6501000-027,,6501000-027,協元里,淡水區,新北市
6703,8216,65,永吉里,淡水區,新北市,6501000-028,,6501000-028,永吉里,淡水區,新北市
6704,8217,65,民安里,淡水區,新北市,6501000-029,,6501000-029,民安里,淡水區,新北市
6705,8218,65,新生里,淡水區,新北市,6501000-030,,6501000-030,新生里,淡水區,新北市
6734,8247,65,八連里,汐止區,新北市,6501100-017,,6501100-017,八連里,汐止區,新北市
6735,8248,65,樟樹里,汐止區,新北市,6501100-018,,6501100-018,樟樹里,汐止區,新北市
6736,8249,65,北峰里,汐止區,新北市,6501100-019,,6501100-019,北峰里,汐止區,新北市
6737,8250,65,北山里,汐止區,新北市,6501100-020,,6501100-020,北山里,汐止區,新北市
6738,8251,65,白雲里,汐止區,新北市,6501100-021,,6501100-021,白雲里,汐止區,新北市
6739,8252,65,橫科里,汐止區,新北市,6501100-022,,6501100-022,橫科里,汐止區,新北市
6740,8253,65,東山里,汐止區,新北市,6501100-023,,6501100-023,東山里,汐止區,新北市
6741,8254,65,福山里,汐止區,新北市,6501100-024,,6501100-024,福山里,汐止區,新北市
6742,8255,65,宜興里,汐止區,新北市,6501100-025,,6501100-025,宜興里,汐止區,新北市
6743,8256,65,中興里,汐止區,新北市,6501100-026,,6501100-026,中興里,汐止區,新北市
6744,8257,65,湖光里,汐止區,新北市,6501100-027,,6501100-027,湖光里,汐止區,新北市
6745,8258,65,仁德里,汐止區,新北市,6501100-028,,6501100-028,仁德里,汐止區,新北市
6746,8259,65,厚德里,汐止區,新北市,6501100-029,,6501100-029,厚德里,汐止區,新北市
6747,8260,65,忠孝里,汐止區,新北市,6501100-030,,6501100-030,忠孝里,汐止區,新北市
6748,8261,65,自強里,汐止區,新北市,6501100-031,,6501100-031,自強里,汐止區,新北市
6749,8262,65,文化里,汐止區,新北市,6501100-032,,6501100-032,文化里,汐止區,新北市
6750,8263,65,金龍里,汐止區,新北市,6501100-033,,6501100-033,金龍里,汐止區,新北市
6751,8264,65,福德里,汐止區,新北市,6501100-034,,6501100-034,福德里,汐止區,新北市
6752,8265,65,興福里,汐止區,新北市,6501100-035,,6501100-035,興福里,汐止區,新北市
6753,8266,65,康福里,汐止區,新北市,6501100-036,,6501100-036,康福里,汐止區,新北市
6754,8267,65,忠山里,汐止區,新北市,6501100-037,,6501100-037,忠山里,汐止區,新北市
6755,8268,65,環河里,汐止區,新北市,6501100-038,,6501100-038,環河里,汐止區,新北市
6756,8269,65,東勢里,汐止區,新北市,6501100-039,,6501100-039,東勢里,汐止區,新北市
6757,8270,65,山光里,汐止區,新北市,6501100-040,,6501100-040,山光里,汐止區,新北市
6758,8271,65,大同里,汐止區,新北市,6501100-041,,6501100-041,大同里,汐止區,新北市
6759,8272,65,崇德里,汐止區,新北市,6501100-042,,6501100-042,崇德里,汐止區,新北市
6760,8273,65,湖興里,汐止區,新北市,6501100-043,,6501100-043,湖興里,汐止區,新北市
6761,8274,65,長青里,汐止區,新北市,6501100-044,,6501100-044,長青里,汐止區,新北市
6762,8275,65,福安里,汐止區,新北市,6501100-045,,6501100-045,福安里,汐止區,新北市
6763,8276,65,秀山里,汐止區,新北市,6501100-046,,6501100-046,秀山里,汐止區,新北市
6764,8277,65,建成里,汐止區,新北市,6501100-047,,6501100-047,建成里,汐止區,新北市
6765,8278,65,城中里,汐止區,新北市,6501100-048,,6501100-048,城中里,汐止區,新北市
6766,8279,65,湖蓮里,汐止區,新北市,6501100-049,,6501100-049,湖蓮里,汐止區,新北市
6767,8280,65,保新里,汐止區,新北市,6501100-050,,6501100-050,保新里,汐止區,新北市
6768,8281,65,龍潭里,瑞芳區,新北市,6501200-001,,6501200-001,龍潭里,瑞芳區,新北市
6769,8282,65,龍興里,瑞芳區,新北市,6501200-002,,6501200-002,龍興里,瑞芳區,新北市
6770,8283,65,龍鎮里,瑞芳區,新北市,6501200-003,,6501200-003,龍鎮里,瑞芳區,新北市
6771,8284,65,龍川里,瑞芳區,新北市,6501200-004,,6501200-004,龍川里,瑞芳區,新北市
6772,8285,65,龍山里,瑞芳區,新北市,6501200-005,,6501200-005,龍山里,瑞芳區,新北市
6773,8286,65,龍安里,瑞芳區,新北市,6501200-006,,6501200-006,龍安里,瑞芳區,新北市
6774,8287,65,爪峰里,瑞芳區,新北市,6501200-007,,6501200-007,爪峰里,瑞芳區,新北市
6775,8288,65,柑坪里,瑞芳區,新北市,6501200-008,,6501200-008,柑坪里,瑞芳區,新北市
6776,8289,65,東和里,瑞芳區,新北市,6501200-009,,6501200-009,東和里,瑞芳區,新北市
6777,8290,65,上天里,瑞芳區,新北市,6501200-010,,6501200-010,上天里,瑞芳區,新北市
6778,8291,65,吉慶里,瑞芳區,新北市,6501200-011,,6501200-011,吉慶里,瑞芳區,新北市
6779,8292,65,吉安里,瑞芳區,新北市,6501200-012,,6501200-012,吉安里,瑞芳區,新北市
6780,8293,65,傑魚里,瑞芳區,新北市,6501200-013,,6501200-013,傑魚里,瑞芳區,新北市
6781,8294,65,猴硐里,瑞芳區,新北市,6501200-014,,6501200-014,猴硐里,瑞芳區,新北市
6782,8295,65,光復里,瑞芳區,新北市,6501200-015,,6501200-015,光復里,瑞芳區,新北市
6783,8296,65,弓橋里,瑞芳區,新北市,6501200-016,,6501200-016,弓橋里,瑞芳區,新北市
6784,8297,65,碩仁里,瑞芳區,新北市,6501200-017,,6501200-017,碩仁里,瑞芳區,新北市
6785,8298,65,基山里,瑞芳區,新北市,6501200-018,,6501200-018,基山里,瑞芳區,新北市
6786,8299,65,永慶里,瑞芳區,新北市,6501200-019,,6501200-019,永慶里,瑞芳區,新北市
6787,8300,65,崇文里,瑞芳區,新北市,6501200-020,,6501200-020,崇文里,瑞芳區,新北市
6788,8301,65,福住里,瑞芳區,新北市,6501200-021,,6501200-021,福住里,瑞芳區,新北市
6789,8302,65,頌德里,瑞芳區,新北市,6501200-022,,6501200-022,頌德里,瑞芳區,新北市
6790,8303,65,新山里,瑞芳區,新北市,6501200-023,,6501200-023,新山里,瑞芳區,新北市
6791,8304,65,瓜山里,瑞芳區,新北市,6501200-024,,6501200-024,瓜山里,瑞芳區,新北市
6792,8305,65,銅山里,瑞芳區,新北市,6501200-025,,6501200-025,銅山里,瑞芳區,新北市
6793,8306,65,石山里,瑞芳區,新北市,6501200-026,,6501200-026,石山里,瑞芳區,新北市
6796,8309,65,海濱里,瑞芳區,新北市,6501200-029,,6501200-029,海濱里,瑞芳區,新北市
6797,8310,65,瑞濱里,瑞芳區,新北市,6501200-030,,6501200-030,瑞濱里,瑞芳區,新北市
6798,8311,65,深澳里,瑞芳區,新北市,6501200-031,,6501200-031,深澳里,瑞芳區,新北市
6799,8312,65,南雅里,瑞芳區,新北市,6501200-032,,6501200-032,南雅里,瑞芳區,新北市
6800,8313,65,鼻頭里,瑞芳區,新北市,6501200-033,,6501200-033,鼻頭里,瑞芳區,新北市
6801,8314,65,新峰里,瑞芳區,新北市,6501200-034,,6501200-034,新峰里,瑞芳區,新北市
6802,8315,65,埤塘里,土城區,新北市,6501300-001,,6501300-001,埤塘里,土城區,新北市
6803,8316,65,土城里,土城區,新北市,6501300-002,,6501300-002,土城里,土城區,新北市
6804,8317,65,員林里,土城區,新北市,6501300-003,,6501300-003,員林里,土城區,新北市
6805,8318,65,員仁里,土城區,新北市,6501300-004,,6501300-004,員仁里,土城區,新北市
6806,8319,65,長風里,土城區,新北市,6501300-005,,6501300-005,長風里,土城區,新北市
6807,8320,65,日新里,土城區,新北市,6501300-006,,6501300-006,日新里,土城區,新北市
6808,8321,65,日和里,土城區,新北市,6501300-007,,6501300-007,日和里,土城區,新北市
6809,8322,65,貨饒里,土城區,新北市,6501300-008,,6501300-008,貨饒里,土城區,新北市
6810,8323,65,柑林里,土城區,新北市,6501300-009,,6501300-009,柑林里,土城區,新北市
